SIS V(mV)	-0.1
SIS C(uA)	25.2
SIS Mag (mA)	-0.1
LO PA Vd (V)	0.00
LO PA Id (mA)	0.00
IF(GHz)	Hot-Power(dBm)	Cold-Power(dBm)	Y-factor	Tsys
13.81	-60.12	-61.91	1.51	351.62
13.82	-59.86	-61.66	1.51	348.80
13.82	-59.57	-61.58	1.59	293.58
13.82	-59.98	-61.54	1.43	428.65
13.83	-59.93	-61.47	1.42	438.50
13.83	-59.89	-61.66	1.50	357.65
13.83	-59.38	-61.47	1.62	277.00
13.84	-59.43	-61.67	1.67	248.55
13.84	-59.93	-61.50	1.43	426.68
13.85	-59.66	-61.65	1.58	301.44
13.85	-59.56	-61.40	1.53	339.16
13.85	-59.20	-61.17	1.57	305.02
13.86	-59.58	-61.20	1.45	406.94
13.86	-59.78	-61.52	1.49	366.11
13.86	-59.55	-61.39	1.53	336.58
13.87	-59.67	-61.66	1.58	301.19
13.87	-59.72	-61.59	1.54	329.18
13.87	-59.59	-61.38	1.51	353.59
13.88	-60.08	-61.58	1.41	454.91
13.88	-60.53	-61.72	1.32	616.38
13.89	-60.26	-61.83	1.44	426.33
13.89	-60.69	-62.40	1.49	373.92
13.89	-60.87	-62.42	1.43	432.39
13.90	-61.03	-62.16	1.30	659.53
13.90	-61.08	-62.43	1.36	526.91
13.90	-61.12	-63.23	1.63	272.73
13.91	-61.49	-62.82	1.36	534.11
13.91	-61.62	-63.25	1.45	405.24
13.91	-61.84	-63.15	1.35	543.36
13.92	-61.96	-63.57	1.45	409.86
13.92	-62.22	-63.72	1.41	450.96
13.93	-62.51	-63.66	1.30	644.73
13.93	-62.62	-64.26	1.46	401.90
13.93	-62.58	-63.68	1.29	686.34
13.94	-62.58	-63.77	1.31	619.09
13.94	-62.65	-64.25	1.45	414.79
13.94	-62.34	-63.88	1.42	438.38
13.95	-62.29	-64.27	1.58	301.09
13.95	-62.15	-63.67	1.42	447.03
13.96	-62.61	-63.62	1.26	760.24
13.96	-62.57	-63.99	1.39	489.13
13.96	-62.17	-63.53	1.37	517.51
13.97	-62.10	-63.52	1.39	489.45
13.97	-61.64	-63.40	1.50	362.58
13.97	-61.83	-63.56	1.49	369.99
13.98	-61.57	-63.51	1.57	310.48
13.98	-61.62	-63.24	1.45	409.38
13.98	-61.75	-63.19	1.39	478.71
13.99	-61.64	-63.48	1.53	336.30
13.99	-61.54	-63.35	1.51	348.55
14.00	-61.92	-63.03	1.29	675.71
14.00	-61.49	-63.27	1.51	354.29
14.00	-61.68	-63.23	1.43	434.63
14.01	-61.91	-63.65	1.49	369.67
14.01	-61.63	-63.69	1.61	283.52
14.01	-61.62	-63.16	1.43	435.06
14.02	-61.53	-63.15	1.45	407.97
14.02	-61.58	-63.48	1.55	322.99
14.03	-61.59	-63.26	1.47	387.41
14.03	-61.87	-63.54	1.47	391.82
14.03	-61.76	-63.15	1.38	500.29
14.04	-61.43	-63.43	1.59	296.83
14.04	-61.88	-63.59	1.48	376.18
14.04	-62.02	-63.65	1.45	404.92
14.05	-61.94	-63.41	1.40	466.43
14.05	-61.91	-63.48	1.44	426.29
14.05	-61.77	-63.76	1.58	299.85
14.06	-62.32	-63.41	1.29	690.64
14.06	-61.73	-63.51	1.51	355.22
14.07	-61.65	-63.34	1.48	382.87
14.07	-61.43	-63.36	1.56	313.06
14.07	-61.40	-63.25	1.53	335.71
14.08	-61.22	-63.14	1.56	316.61
14.08	-61.12	-63.10	1.58	302.57
14.08	-60.99	-63.07	1.62	278.38
14.09	-60.65	-62.45	1.51	348.51
14.09	-60.80	-62.69	1.55	323.86
14.09	-60.89	-62.62	1.49	372.73
14.10	-60.45	-62.34	1.55	324.19
14.10	-60.59	-62.20	1.45	412.79
14.11	-60.41	-61.83	1.39	488.55
14.11	-60.20	-61.86	1.47	393.78
14.11	-60.09	-61.81	1.49	372.00
14.12	-60.41	-61.61	1.32	611.30
14.12	-60.51	-62.16	1.47	393.87
14.12	-60.48	-61.40	1.24	853.85
14.13	-60.34	-61.70	1.37	516.60
14.13	-60.47	-61.89	1.39	489.82
14.13	-60.68	-61.97	1.35	554.99
14.14	-60.11	-62.03	1.55	318.12
14.14	-60.14	-61.69	1.43	434.69
14.15	-60.30	-62.12	1.52	344.20
14.15	-60.66	-62.24	1.44	424.53
14.15	-60.78	-62.09	1.35	548.84
14.16	-60.37	-62.26	1.55	323.53
14.16	-60.43	-62.35	1.56	316.18
14.16	-60.65	-62.28	1.45	404.55
14.17	-61.07	-62.01	1.24	831.20
14.17	-60.71	-62.13	1.39	487.93
14.18	-60.82	-62.34	1.42	443.79
14.18	-60.54	-62.30	1.50	360.84
14.18	-60.60	-62.25	1.46	399.20
14.19	-60.32	-61.72	1.38	498.38
14.19	-59.73	-61.89	1.64	264.17
14.19	-59.65	-61.52	1.54	330.95
14.20	-59.73	-61.45	1.49	371.84
14.20	-59.70	-61.41	1.48	377.52
14.20	-60.04	-61.50	1.40	470.45
14.21	-59.97	-61.34	1.37	515.45
14.21	-59.59	-60.99	1.38	496.44
14.22	-59.68	-60.99	1.35	543.76
14.22	-59.33	-60.88	1.43	434.65
14.22	-59.24	-60.93	1.48	381.01
14.23	-59.56	-60.62	1.28	713.51
14.23	-59.07	-60.58	1.42	450.13
14.23	-59.22	-60.63	1.38	493.49
14.24	-59.21	-60.91	1.48	379.44
14.24	-59.06	-60.77	1.48	376.29
14.24	-59.79	-61.10	1.35	544.27
14.25	-59.71	-61.13	1.39	489.25
14.25	-59.73	-61.34	1.45	412.66
14.26	-59.71	-61.04	1.36	534.30
14.26	-59.83	-61.25	1.39	486.97
14.26	-59.97	-61.00	1.27	738.74
14.27	-60.02	-61.56	1.43	437.04
14.27	-59.75	-61.39	1.46	402.27
14.27	-60.31	-61.52	1.32	601.15
14.28	-60.46	-61.22	1.19	1062.18
14.28	-60.50	-61.45	1.24	817.43
14.29	-60.26	-61.89	1.46	401.40
14.29	-60.22	-61.64	1.38	492.67
14.29	-59.87	-61.65	1.51	356.52
14.30	-60.00	-61.32	1.36	538.48
14.30	-60.40	-61.49	1.29	688.63
14.30	-59.96	-61.23	1.34	567.20
14.31	-59.83	-61.37	1.42	438.46
14.31	-59.64	-61.14	1.41	451.86
14.31	-59.79	-61.49	1.48	381.07
14.32	-59.33	-61.17	1.53	338.00
14.32	-59.41	-61.11	1.48	382.47
14.33	-59.55	-61.04	1.41	457.91
14.33	-59.35	-60.97	1.45	406.10
14.33	-59.39	-60.92	1.42	441.72
14.34	-59.06	-61.00	1.56	311.57
14.34	-59.33	-60.89	1.43	430.49
14.34	-58.88	-60.91	1.60	290.38
14.35	-58.67	-60.36	1.47	384.45
14.35	-59.05	-60.33	1.34	560.92
14.36	-58.81	-60.51	1.48	378.31
14.36	-58.99	-60.64	1.46	397.09
14.36	-58.80	-60.65	1.53	335.23
14.37	-59.35	-60.64	1.35	557.01
14.37	-59.01	-60.66	1.46	398.32
14.37	-59.37	-61.07	1.48	381.09
14.38	-59.19	-60.73	1.42	441.38
14.38	-59.49	-61.09	1.44	416.39
14.38	-59.41	-61.01	1.45	413.77
14.39	-59.47	-61.08	1.45	411.76
14.39	-59.43	-61.03	1.45	415.12
14.40	-59.86	-61.12	1.34	573.19
14.40	-59.71	-61.41	1.48	380.45
14.40	-59.59	-61.57	1.58	302.58
14.41	-59.69	-61.72	1.59	291.43
14.41	-59.39	-61.74	1.72	227.79
14.41	-59.86	-61.98	1.63	271.41
14.42	-60.57	-61.90	1.36	535.59
14.42	-60.47	-61.85	1.37	511.71
14.42	-60.31	-61.73	1.39	487.83
14.43	-60.16	-61.88	1.48	374.68
14.43	-60.10	-62.31	1.66	253.47
14.44	-60.78	-62.13	1.36	524.11
14.44	-60.84	-62.67	1.52	340.75
14.44	-60.89	-62.61	1.49	372.90
14.45	-60.89	-62.23	1.36	530.22
14.45	-60.92	-62.53	1.45	412.33
14.45	-61.03	-62.69	1.47	393.76
14.46	-61.20	-62.53	1.36	532.39
14.46	-60.69	-62.25	1.43	431.97
14.46	-60.82	-62.21	1.38	506.52
14.47	-60.67	-62.23	1.43	429.23
14.47	-60.61	-62.50	1.55	323.57
14.48	-60.40	-62.33	1.56	315.80
14.48	-60.54	-62.25	1.48	375.40
14.48	-60.05	-62.42	1.73	223.11
14.49	-60.18	-62.33	1.64	264.26
14.49	-60.67	-62.15	1.41	460.54
14.49	-60.22	-62.01	1.51	352.19
14.50	-60.82	-62.45	1.46	401.30
14.50	-60.76	-62.28	1.42	446.78
14.51	-60.77	-62.10	1.36	534.85
14.51	-60.85	-62.05	1.32	607.03
14.51	-60.27	-62.28	1.59	293.74
14.52	-60.30	-62.44	1.64	266.03
14.52	-60.88	-62.44	1.43	428.66
14.52	-60.80	-62.56	1.50	362.68
14.53	-60.75	-62.59	1.53	339.29
14.53	-60.60	-62.68	1.62	278.74
14.53	-60.87	-62.61	1.50	364.76
14.54	-60.84	-62.67	1.52	340.23
14.54	-60.84	-62.72	1.54	327.65
14.55	-60.84	-62.63	1.51	354.00
14.55	-61.29	-62.66	1.37	515.69
14.55	-61.08	-62.80	1.48	374.83
14.56	-61.22	-62.68	1.40	471.33
14.56	-61.14	-63.19	1.60	286.40
14.56	-61.10	-62.41	1.35	543.97
14.57	-60.89	-62.45	1.43	429.73
14.57	-60.85	-62.44	1.44	420.90
14.57	-60.68	-62.62	1.56	312.21
14.58	-60.70	-62.31	1.45	412.22
14.58	-60.68	-62.69	1.59	294.82
14.59	-60.79	-62.31	1.42	446.98
14.59	-60.50	-62.74	1.67	247.82
14.59	-60.71	-62.49	1.51	355.67
14.60	-60.45	-62.28	1.52	342.04
14.60	-60.58	-62.07	1.41	456.14
14.60	-60.36	-61.97	1.45	410.00
14.61	-60.03	-62.00	1.57	306.26
14.61	-60.16	-61.98	1.52	342.03
14.62	-60.63	-61.92	1.35	551.47
14.62	-59.97	-62.27	1.70	237.76
14.62	-60.11	-61.99	1.54	329.05
14.63	-60.41	-61.83	1.39	489.84
14.63	-60.14	-62.00	1.54	331.75
14.63	-60.44	-62.15	1.48	375.29
14.64	-60.46	-62.22	1.50	361.08
14.64	-60.18	-62.05	1.54	329.34
14.64	-60.84	-62.37	1.42	440.40
14.65	-60.72	-62.47	1.50	365.21
14.65	-60.94	-62.70	1.50	362.66
14.66	-60.94	-62.67	1.49	371.47
14.66	-60.77	-62.50	1.49	372.66
14.66	-61.05	-62.54	1.41	455.15
14.67	-61.02	-62.81	1.51	351.98
14.67	-60.78	-62.54	1.50	360.05
14.67	-60.79	-62.79	1.58	297.82
14.68	-60.87	-63.00	1.63	268.87
14.68	-61.19	-63.06	1.54	330.51
14.69	-61.18	-63.34	1.64	263.03
14.69	-61.31	-62.83	1.42	445.90
14.69	-61.45	-63.11	1.47	391.04
14.70	-61.30	-63.03	1.49	370.22
14.70	-60.79	-62.89	1.62	274.17
14.70	-61.48	-62.97	1.41	461.56
14.71	-61.46	-63.39	1.56	314.85
14.71	-61.46	-63.01	1.43	434.20
14.71	-61.32	-62.93	1.45	412.05
14.72	-61.51	-63.30	1.51	349.87
14.72	-61.74	-63.02	1.34	563.54
14.73	-61.49	-63.25	1.50	362.33
14.73	-61.57	-63.13	1.43	427.85
14.73	-61.57	-62.87	1.35	552.87
14.74	-61.66	-63.22	1.43	429.38
14.74	-61.50	-63.32	1.52	343.75
14.74	-61.52	-63.42	1.55	322.00
14.75	-61.15	-62.88	1.49	370.86
14.75	-61.19	-63.16	1.58	303.51
14.75	-61.05	-62.93	1.54	325.62
14.76	-61.26	-63.35	1.62	277.40
14.76	-61.25	-62.72	1.40	468.17
14.77	-61.06	-62.91	1.53	334.10
14.77	-61.23	-62.78	1.43	430.86
14.77	-61.34	-62.64	1.35	554.87
14.78	-61.12	-63.54	1.74	216.97
14.78	-61.34	-62.87	1.42	442.22
14.78	-61.47	-63.16	1.48	383.22
14.79	-61.58	-63.00	1.39	486.28
14.79	-61.39	-63.18	1.51	352.63
14.79	-61.90	-63.22	1.36	537.51
14.80	-61.65	-63.56	1.55	320.67
14.80	-61.85	-63.46	1.45	410.90
14.81	-61.59	-63.55	1.57	305.62
14.81	-61.32	-63.53	1.66	252.88
14.81	-61.71	-63.05	1.36	528.81
14.82	-61.47	-63.04	1.44	424.94
14.82	-61.34	-63.21	1.54	330.77
14.82	-61.20	-62.51	1.35	548.98
14.83	-60.98	-62.91	1.56	314.07
14.83	-60.92	-63.25	1.71	232.34
14.84	-61.29	-62.86	1.43	426.60
14.84	-61.05	-62.63	1.44	421.23
14.84	-61.05	-62.73	1.47	386.33
14.85	-60.73	-62.73	1.58	297.52
14.85	-61.07	-62.48	1.38	495.80
14.85	-61.08	-62.82	1.49	366.31
14.86	-60.78	-62.46	1.47	384.43
14.86	-60.94	-62.48	1.43	438.09
14.86	-60.68	-62.82	1.64	267.18
14.87	-60.95	-62.92	1.57	306.00
14.87	-60.82	-62.80	1.58	301.55
14.88	-60.77	-62.85	1.61	280.27
14.88	-60.76	-62.60	1.53	337.77
14.88	-60.82	-62.78	1.57	307.59
14.89	-61.35	-62.84	1.41	454.88
14.89	-61.36	-63.02	1.47	393.12
14.89	-61.51	-63.01	1.41	454.10
14.90	-61.70	-63.07	1.37	516.54
14.90	-61.38	-63.52	1.64	266.62
14.90	-61.76	-63.85	1.62	277.65
14.91	-61.47	-63.15	1.47	389.44
14.91	-61.72	-63.43	1.48	377.10
14.92	-61.66	-63.67	1.59	294.81
14.92	-61.42	-63.46	1.60	286.39
14.92	-61.62	-63.14	1.42	444.23
14.93	-61.45	-63.27	1.52	343.21
14.93	-61.57	-63.10	1.42	440.71
14.93	-61.81	-63.51	1.48	377.75
14.94	-61.56	-63.34	1.51	355.86
14.94	-61.71	-63.25	1.42	438.56
14.95	-61.65	-63.39	1.49	368.09
14.95	-61.80	-63.75	1.57	308.81
14.95	-61.90	-63.33	1.39	485.87
14.96	-61.59	-63.24	1.46	396.70
14.96	-61.85	-63.42	1.43	426.61
14.96	-62.21	-63.01	1.20	1015.18
14.97	-61.99	-63.36	1.37	510.33
14.97	-61.61	-63.27	1.47	393.71
14.97	-61.69	-63.64	1.56	311.63
14.98	-61.34	-63.46	1.63	271.68
14.98	-61.91	-63.75	1.53	340.04
14.99	-61.99	-63.37	1.37	509.54
14.99	-62.08	-63.40	1.35	540.98
14.99	-62.17	-63.49	1.35	542.69
15.00	-61.92	-63.76	1.53	336.19
15.00	-62.07	-63.81	1.49	367.78
15.00	-62.03	-63.82	1.51	350.20
15.01	-62.11	-63.58	1.41	463.23
15.01	-61.61	-63.69	1.61	279.45
15.02	-62.02	-63.70	1.47	386.68
15.02	-61.95	-63.76	1.51	348.88
15.02	-61.64	-63.28	1.46	401.12
15.03	-61.83	-63.12	1.35	555.77
15.03	-61.88	-63.33	1.40	475.43
15.03	-61.75	-63.41	1.47	393.96
15.04	-62.11	-63.44	1.36	534.55
15.04	-61.58	-63.50	1.56	316.80
15.04	-61.79	-63.71	1.56	315.77
15.05	-61.83	-63.56	1.49	371.27
15.05	-61.52	-63.87	1.72	228.20
15.06	-61.96	-63.52	1.44	426.12
15.06	-61.79	-63.76	1.57	306.25
15.06	-61.84	-63.63	1.51	352.18
15.07	-62.34	-63.97	1.46	403.19
15.07	-62.59	-63.83	1.33	587.48
15.07	-62.68	-64.05	1.37	510.18
15.08	-62.41	-63.87	1.40	469.28
15.08	-62.61	-64.07	1.40	471.44
15.08	-62.49	-64.04	1.43	434.72
15.09	-62.92	-64.32	1.38	500.57
15.09	-62.26	-64.27	1.59	295.82
15.10	-62.30	-64.24	1.56	312.82
15.10	-63.07	-64.23	1.30	643.85
15.10	-62.97	-64.62	1.47	393.48
15.11	-63.23	-64.27	1.27	731.27
15.11	-63.26	-63.91	1.16	1269.95
15.11	-63.21	-64.56	1.36	523.40
15.12	-62.83	-64.60	1.50	360.28
15.12	-63.23	-64.55	1.35	540.53
15.12	-63.16	-64.35	1.31	621.42
15.13	-62.75	-64.51	1.50	361.74
15.13	-62.98	-64.55	1.43	428.95
15.14	-62.79	-64.03	1.33	586.09
15.14	-62.97	-64.35	1.37	509.09
15.14	-62.60	-64.05	1.40	474.34
15.15	-62.89	-64.51	1.45	407.57
15.15	-62.98	-64.33	1.37	521.17
15.15	-62.63	-64.12	1.41	457.83
15.16	-62.80	-64.05	1.33	577.65
15.16	-63.12	-64.82	1.48	379.34
15.17	-63.24	-64.49	1.34	576.73
15.17	-63.48	-64.69	1.32	605.51
15.17	-63.06	-64.59	1.42	442.31
15.18	-63.34	-64.98	1.46	402.97
15.18	-63.41	-65.10	1.48	382.83
15.18	-63.51	-64.77	1.34	571.33
15.19	-63.84	-65.09	1.33	579.77
15.19	-63.40	-65.11	1.48	375.90
15.19	-63.39	-64.89	1.41	455.23
15.20	-63.65	-65.15	1.41	452.03
15.20	-63.78	-65.05	1.34	566.81
15.21	-64.03	-65.27	1.33	584.70
15.21	-63.78	-64.88	1.29	681.72
15.21	-63.78	-65.36	1.44	422.34
15.22	-63.86	-65.29	1.39	481.34
15.22	-64.40	-65.36	1.25	803.14
15.22	-64.29	-65.20	1.23	863.13
15.23	-64.29	-65.53	1.33	584.63
15.23	-63.82	-65.29	1.40	467.33
15.23	-63.72	-65.46	1.49	366.90
15.24	-63.82	-65.49	1.47	390.14
15.24	-63.88	-65.30	1.39	490.65
15.25	-63.89	-65.55	1.47	393.21
15.25	-63.98	-65.42	1.39	479.94
15.25	-64.06	-65.22	1.31	637.14
15.26	-63.89	-65.48	1.44	417.41
15.26	-63.98	-65.38	1.38	498.85
15.26	-64.10	-65.16	1.27	720.47
15.27	-63.74	-65.19	1.39	478.10
15.27	-63.90	-64.97	1.28	709.60
15.28	-63.47	-65.02	1.43	431.66
15.28	-63.56	-64.76	1.32	606.70
15.28	-63.21	-65.08	1.54	330.33
15.29	-63.26	-64.78	1.42	443.72
15.29	-63.56	-64.70	1.30	651.96
15.29	-62.96	-64.52	1.43	430.33
15.30	-63.00	-64.87	1.54	330.31
15.30	-63.36	-64.77	1.38	494.03
15.30	-63.22	-64.35	1.30	655.99
15.31	-63.10	-64.68	1.44	422.27
15.31	-63.20	-65.13	1.56	313.84
15.32	-63.29	-64.68	1.38	504.50
15.32	-63.26	-64.71	1.40	475.84
15.32	-63.96	-65.12	1.31	639.88
15.33	-64.01	-64.93	1.23	857.14
15.33	-63.70	-64.87	1.31	629.09
15.33	-63.53	-64.97	1.39	483.41
15.34	-63.51	-65.00	1.41	456.74
15.34	-63.62	-64.70	1.28	698.64
15.35	-63.77	-65.02	1.33	582.17
15.35	-64.04	-64.91	1.22	900.32
15.35	-64.11	-65.39	1.34	560.30
15.36	-63.97	-65.39	1.39	490.18
15.36	-64.09	-65.21	1.29	667.88
15.36	-63.69	-65.01	1.36	535.28
15.37	-63.61	-64.85	1.33	585.83
15.37	-63.34	-64.85	1.42	449.32
15.37	-63.09	-64.56	1.40	464.94
15.38	-63.41	-64.87	1.40	473.17
15.38	-62.66	-64.37	1.48	378.56
15.39	-62.69	-64.57	1.54	327.83
15.39	-62.56	-63.99	1.39	483.30
15.39	-62.52	-64.07	1.43	436.89
15.40	-63.23	-64.27	1.27	734.02
15.40	-62.85	-64.22	1.37	516.83
15.40	-62.84	-64.59	1.50	364.48
15.41	-62.77	-64.22	1.40	472.96
15.41	-62.86	-64.00	1.30	649.69
15.41	-62.55	-64.54	1.58	299.90
15.42	-62.83	-64.40	1.43	428.12
15.42	-62.61	-64.01	1.38	502.30
15.43	-62.70	-63.91	1.32	601.94
15.43	-62.95	-64.13	1.31	629.09
15.43	-62.86	-64.29	1.39	487.13
15.44	-63.11	-64.24	1.30	662.02
15.44	-63.03	-64.22	1.31	620.88
15.44	-63.30	-64.00	1.17	1175.46
15.45	-63.04	-64.43	1.38	502.27
15.45	-62.84	-64.42	1.44	423.43
15.46	-63.17	-64.57	1.38	502.01
15.46	-63.69	-64.28	1.15	1403.67
15.46	-63.65	-64.30	1.16	1294.34
15.47	-63.58	-64.34	1.19	1071.48
15.47	-63.61	-64.37	1.19	1074.58
15.47	-63.11	-64.48	1.37	515.56
15.48	-63.38	-64.34	1.25	808.50
15.48	-63.03	-64.51	1.41	460.77
15.48	-62.82	-64.43	1.45	411.07
15.49	-62.97	-64.47	1.41	454.81
15.49	-63.02	-63.89	1.22	905.87
15.50	-62.95	-64.17	1.33	595.99
15.50	-63.08	-64.37	1.35	555.54
15.50	-63.19	-64.30	1.29	673.35
15.51	-63.25	-64.10	1.22	933.58
15.51	-63.28	-64.37	1.29	683.61
15.51	-63.39	-64.33	1.24	829.06
15.52	-63.09	-64.37	1.34	561.93
15.52	-63.14	-64.98	1.53	336.05
15.52	-63.40	-64.43	1.27	739.17
15.53	-63.71	-64.66	1.24	818.39
15.53	-63.51	-64.75	1.33	584.56
15.54	-63.18	-64.47	1.34	557.83
15.54	-63.05	-64.64	1.44	416.90
15.54	-63.53	-64.64	1.29	669.00
15.55	-63.57	-64.99	1.39	488.06
15.55	-63.78	-64.90	1.30	664.62
15.55	-63.67	-64.91	1.33	589.93
15.56	-63.92	-65.07	1.30	644.40
15.56	-64.01	-65.12	1.29	673.81
15.56	-64.33	-65.28	1.24	821.55
15.57	-64.14	-65.47	1.36	534.16
15.57	-64.29	-65.27	1.25	783.51
15.58	-64.25	-65.15	1.23	876.90
15.58	-64.63	-65.81	1.31	624.68
15.58	-64.65	-65.87	1.33	595.47
15.59	-65.18	-65.75	1.14	1482.21
15.59	-64.95	-65.79	1.21	954.54
15.59	-65.48	-65.82	1.08	2657.27
15.60	-65.35	-66.28	1.24	844.40
15.60	-65.26	-66.23	1.25	801.92
15.61	-65.18	-66.54	1.37	520.38
15.61	-65.48	-66.30	1.21	977.97
15.61	-64.97	-66.43	1.40	470.75
15.62	-65.23	-66.55	1.35	540.01
15.62	-65.09	-66.62	1.42	439.40
15.62	-65.42	-66.53	1.29	677.59
15.63	-65.51	-66.64	1.30	661.16
15.63	-65.40	-66.44	1.27	737.15
15.63	-65.64	-66.29	1.16	1275.07
15.64	-65.40	-66.35	1.25	813.16
15.64	-65.22	-66.43	1.32	599.23
15.65	-64.94	-65.93	1.26	771.84
15.65	-64.78	-65.69	1.23	860.69
15.65	-64.79	-65.88	1.29	687.99
15.66	-64.69	-65.86	1.31	629.70
15.66	-64.97	-65.71	1.19	1099.96
15.66	-64.52	-66.03	1.41	452.39
15.67	-64.50	-65.70	1.32	608.30
15.67	-64.52	-65.72	1.32	612.78
15.68	-64.32	-65.51	1.31	620.18
15.68	-65.06	-65.41	1.08	2544.74
15.68	-64.75	-65.75	1.26	768.67
15.69	-65.06	-65.85	1.20	1008.33
15.69	-64.68	-65.59	1.23	865.79
15.69	-64.94	-65.85	1.23	861.25
15.70	-64.85	-65.68	1.21	958.12
15.70	-65.33	-65.66	1.08	2733.63
15.70	-65.29	-65.62	1.08	2622.65
15.71	-64.96	-65.72	1.19	1067.13
15.71	-65.34	-65.73	1.10	2223.32
15.72	-65.48	-66.56	1.28	700.59
15.72	-65.16	-65.98	1.21	982.16
15.72	-65.27	-66.05	1.20	1035.07
15.73	-65.60	-66.44	1.21	948.17
15.73	-65.46	-66.08	1.15	1367.69
15.73	-65.43	-66.35	1.24	850.88
15.74	-65.59	-66.32	1.18	1115.75
15.74	-65.24	-66.21	1.25	796.13
15.74	-65.52	-65.85	1.08	2682.49
15.75	-65.44	-66.33	1.23	892.85
15.75	-65.19	-65.94	1.19	1095.40
15.76	-65.23	-66.03	1.20	1012.74
15.76	-65.06	-65.90	1.22	937.83
15.76	-64.80	-66.09	1.35	555.39
15.77	-64.77	-65.58	1.21	986.27
15.77	-64.52	-65.55	1.27	739.53
15.77	-64.49	-65.64	1.30	642.29
15.78	-64.63	-65.59	1.25	812.81
15.78	-64.00	-65.27	1.34	568.00
15.79	-64.50	-65.23	1.18	1124.17
15.79	-64.71	-65.35	1.16	1311.19
15.79	-64.31	-65.17	1.22	932.00
15.80	-64.29	-65.51	1.32	597.08
15.80	-64.23	-65.44	1.32	604.66
15.80	-64.47	-65.25	1.20	1033.09
15.81	-64.64	-65.17	1.13	1614.35
15.81	-64.10	-65.03	1.24	836.23
15.81	-64.58	-65.18	1.15	1406.57
15.82	-64.39	-65.04	1.16	1286.49
15.82	-64.50	-65.19	1.17	1192.12
15.83	-64.44	-65.37	1.24	833.64
15.83	-64.77	-65.55	1.20	1032.04
15.83	-64.26	-65.23	1.25	800.41
15.84	-64.85	-65.78	1.24	835.54
15.84	-65.08	-65.71	1.16	1318.27
15.84	-64.77	-65.78	1.26	755.66
15.85	-65.41	-66.03	1.15	1363.37
15.85	-65.38	-65.92	1.13	1562.48
15.85	-65.55	-65.78	1.05	4074.39
15.86	-65.39	-66.23	1.22	941.12
15.86	-65.37	-66.31	1.24	830.36
15.87	-65.21	-65.81	1.15	1412.71
15.87	-65.58	-65.80	1.05	4285.49
15.87	-64.94	-65.49	1.14	1542.62
15.88	-65.06	-65.48	1.10	2036.75
15.88	-64.53	-65.39	1.22	930.55
15.88	-64.58	-65.77	1.31	620.35
15.89	-64.35	-65.27	1.24	851.74
15.89	-64.46	-65.09	1.16	1316.61
15.89	-64.01	-64.72	1.18	1154.48
15.90	-64.02	-64.60	1.14	1453.40
15.90	-63.69	-64.51	1.21	981.35
15.91	-64.03	-64.75	1.18	1132.89
15.91	-63.99	-64.28	1.07	3185.06
15.91	-63.84	-64.59	1.19	1083.18
15.92	-63.83	-64.55	1.18	1144.61
15.92	-63.97	-64.48	1.12	1700.02
15.92	-63.53	-64.40	1.22	906.92
15.93	-64.19	-64.49	1.07	3060.58
15.93	-63.96	-64.55	1.15	1427.06
15.94	-64.17	-64.46	1.07	3127.66
15.94	-64.14	-64.58	1.11	1946.73
15.94	-64.22	-64.48	1.06	3346.57
15.95	-64.31	-64.57	1.06	3451.43
15.95	-64.48	-65.22	1.19	1095.67
15.95	-64.45	-65.28	1.21	962.60
15.96	-64.69	-65.14	1.11	1938.00
15.96	-64.85	-65.12	1.06	3338.09
15.96	-65.07	-65.44	1.09	2418.15
15.97	-64.90	-65.81	1.23	857.79
15.97	-65.22	-65.68	1.11	1880.15
15.98	-65.11	-65.72	1.15	1362.87
15.98	-65.11	-65.57	1.11	1882.27
15.98	-64.95	-65.73	1.20	1035.72
15.99	-65.03	-65.29	1.06	3463.88
15.99	-65.38	-65.64	1.06	3495.66
15.99	-64.71	-65.52	1.20	995.06
16.00	-64.47	-65.71	1.33	585.89
16.00	-65.03	-65.84	1.21	986.12
16.00	-65.03	-66.08	1.27	724.17
16.01	-64.82	-65.64	1.21	966.18
16.01	-65.50	-65.74	1.06	3643.38
16.02	-65.39	-65.98	1.15	1409.21
16.02	-66.01	-66.20	1.04	4799.43
16.02	-65.44	-65.93	1.12	1755.51
16.03	-65.89	-66.34	1.11	1941.54
16.03	-65.44	-66.20	1.19	1062.91
16.03	-65.91	-66.41	1.12	1699.35
16.04	-66.19	-66.74	1.14	1534.27
16.04	-66.21	-66.73	1.13	1634.35
16.05	-66.13	-66.92	1.20	1031.03
16.05	-66.40	-66.93	1.13	1604.46
16.05	-66.42	-67.00	1.14	1461.30
16.06	-66.63	-67.16	1.13	1619.55
16.06	-66.53	-66.75	1.05	4117.46
16.06	-66.58	-67.09	1.12	1677.60
16.07	-67.25	-67.17	0.98	-12746.08
16.07	-66.89	-67.46	1.14	1486.98
16.07	-67.11	-67.18	1.02	12631.33
16.08	-67.65	-68.00	1.08	2533.97
16.08	-67.57	-67.89	1.08	2807.52
16.09	-67.44	-67.75	1.07	2908.25
16.09	-67.57	-67.82	1.06	3702.84
16.09	-67.60	-67.84	1.06	3735.73
16.10	-67.45	-67.73	1.07	3218.54
16.10	-67.47	-67.52	1.01	18831.74
16.10	-67.23	-67.77	1.13	1569.57
